antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
Pashmina|Shawl,Jewellery|Trainers,0.08437052538825862,0.0830763299922899,0.01828395197708999,0.21671018276762402,2.608567118789869,1.0,0.011274758368312144,1.17060588537651,0.6734686852788274,0.12257707218017354,0.14574152369107282,0.21839818054523064
Jewellery|Trainers,Pashmina|Shawl,0.0830763299922899,0.08437052538825862,0.01828395197708999,0.22008617832283728,2.608567118789869,1.0,0.011274758368312144,1.1740136527427216,0.672518115345553,0.12257707218017354,0.14822114916312276,0.21839818054523064
Pashmina|Trainers,Jewellery|Swimwear,0.08252560854719683,0.08183720674083049,0.017512941953959686,0.2122122122122122,2.5931018501677987,1.0,0.010759276665869892,1.16549508318413,0.6696224659622506,0.11925745359084942,0.14199552239379493,0.2131047602110859
Jewellery|Swimwear,Pashmina|Trainers,0.08183720674083049,0.08252560854719683,0.017512941953959686,0.2139973082099596,2.5931018501677987,1.0,0.010759276665869892,1.1672662206325903,0.6691204097707601,0.11925745359084942,0.1432974052328369,0.2131047602110859
Jewellery|Pashmina,Shawl|Trainers,0.08527921577266219,0.08373719572640159,0.01828395197708999,0.21440103325799162,2.5604037894762324,1.0,0.011142909594540541,1.1663238408694345,0.6662542430174051,0.12130069419071977,0.14260519680833128,0.21637513024293858
Belt|Coat|Thong,Top|Tracksuit,0.04672871461614715,0.08329661857032712,0.010656459962550942,0.2280494991160872,2.7378002016197764,1.0,0.006764116044888063,1.1875157544169122,0.6658579368934013,0.08927335640138409,0.15790590880117217,0.17799169170680396
Jewellery|Trainers,Pashmina|Swimwear,0.0830763299922899,0.08222271175239564,0.017512941953959686,0.2108054358634405,2.5638346312179188,1.0,0.010682180819556734,1.1629290544489803,0.6652235765102207,0.11850195640022361,0.1401023164961508,0.2118997038660806
Shawl|Trainers,Jewellery|Pashmina,0.08373719572640159,0.08527921577266219,0.01828395197708999,0.21834922722788555,2.5604037894762324,1.0,0.011142909594540541,1.1702422822193244,0.665132973667774,0.12130069419071977,0.14547609910015025,0.21637513024293858
Belt|Thong|Tracksuit,Coat|Top,0.04639828174909131,0.08409516466571208,0.010656459962550942,0.22967359050445102,2.731115295599097,1.0,0.006754588818655005,1.1889827793052967,0.6646896773715534,0.08892463235294117,0.15894492552340939,0.17819632373945538
Pashmina|Swimwear,Jewellery|Trainers,0.08222271175239564,0.0830763299922899,0.017512941953959686,0.21299397186872068,2.5638346312179188,1.0,0.010682180819556734,1.1650783313374564,0.6646048567120864,0.11850195640022361,0.1416886117416277,0.2118997038660806
Belt|Top|Tracksuit,Coat|Thong,0.04639828174909131,0.08426038109924,0.010656459962550942,0.22967359050445102,2.725760167568511,1.0,0.006746923060022596,1.1887683034266414,0.6639353234398808,0.0888022028453419,0.1587931835686686,0.17807208936987257
Belt|Coat|Tracksuit,Thong|Top,0.04612292102654477,0.08478356647207842,0.010656459962550942,0.231044776119403,2.7251127280130687,1.0,0.00674599422181046,1.1902077066453949,0.6636522851929653,0.08861918937485688,0.15981051507513433,0.17836746763099087
Belt|Thong|Top,Coat|Tracksuit,0.04727943606124022,0.08291111355876198,0.010656459962550942,0.2253931275480489,2.718491139168032,1.0,0.006736469270283227,1.1839410661801546,0.6635197220454088,0.08914996544574982,0.15536336345998933,0.176960927772696
Belt|Coat|Top,Thong|Tracksuit,0.04694900319418438,0.08398502037669346,0.010656459962550942,0.22697947214076244,2.7026185279553867,1.0,0.00671344697262192,1.1849814417737008,0.6610228395223486,0.08859890109890109,0.15610492726098507,0.1769323590212009
Shawl|Trainers,Jewellery|Swimwear,0.08373719572640159,0.08183720674083049,0.017320189448177113,0.20683985531075302,2.527454974921032,1.0,0.010467371249618199,1.1576007687815648,0.6595761342285407,0.11682763744427935,0.13614431938175706,0.20924092361769148
Jewellery|Swimwear,Shawl|Trainers,0.08183720674083049,0.08373719572640159,0.017320189448177113,0.2116419919246299,2.5274549749210324,1.0,0.010467371249618199,1.162242020615081,0.6582112483941546,0.11682763744427935,0.13959400687407542,0.20924092361769148
Jewellery|Shawl,Swimwear|Trainers,0.08368212358189228,0.08236039211366891,0.017320189448177113,0.20697597894044092,2.513052374189586,1.0,0.010428096937067964,1.1571397379114359,0.6570618653951251,0.11645991483058693,0.1358001395709243,0.20863676914257084
Jewellery|Trainers,Shawl|Swimwear,0.0830763299922899,0.08299372177552594,0.017320189448177113,0.20848525024859135,2.512060500341023,1.0,0.010425375630665226,1.158546039113584,0.6564564044686217,0.11643835616438358,0.13684914864055742,0.20858900866775953
Shawl|Swimwear,Jewellery|Trainers,0.08299372177552594,0.0830763299922899,0.017320189448177113,0.2086927670869277,2.5120605003410232,1.0,0.010425375630665226,1.158745468093601,0.6563972678037546,0.11643835616438358,0.1369977035204921,0.20858900866775953
Swimwear|Trainers,Jewellery|Shawl,0.08236039211366891,0.08368212358189228,0.017320189448177113,0.2102975593447008,2.5130523741895865,1.0,0.010428096937067964,1.160333094143336,0.656115459707534,0.11645991483058693,0.13817850663107112,0.20863676914257084
Jewellery|Shawl,Pashmina|Swimwear,0.08368212358189228,0.08222271175239564,0.01723758123141315,0.20598881210924644,2.505254420816944,1.0,0.010357010105310873,1.1558745043449936,0.6557101629549467,0.11594739766623449,0.13485417643442524,0.20781691107806594
Jewellery|Pashmina,Swimwear|Trainers,0.08527921577266219,0.08236039211366891,0.017512941953959686,0.20536002583144977,2.4934318616164926,1.0,0.01048931230377705,1.154786617482311,0.65478596302298,0.11665443873807778,0.13403915073053052,0.2089989697863367
Pashmina|Shawl,Jewellery|Swimwear,0.08437052538825862,0.08183720674083049,0.01723758123141315,0.20430809399477806,2.4965184190828937,1.0,0.010332933102381743,1.153917472742451,0.6546776691036673,0.11571164510166355,0.13338689843793067,0.2074703323271333
Pashmina|Swimwear,Jewellery|Shawl,0.08222271175239564,0.08368212358189228,0.01723758123141315,0.20964501004688543,2.5052544208169434,1.0,0.010357010105310873,1.159375075840877,0.6546674795275054,0.11594739766623449,0.13746636370053464,0.20781691107806594
Jewellery|Swimwear,Pashmina|Shawl,0.08183720674083049,0.08437052538825862,0.01723758123141315,0.21063257065948854,2.4965184190828933,1.0,0.010332933102381743,1.1599534520656842,0.6528713367632901,0.11571164510166355,0.13789644039666743,0.2074703323271333
Swimwear|Trainers,Jewellery|Pashmina,0.08236039211366891,0.08527921577266219,0.017512941953959686,0.21263791374122365,2.4934318616164926,1.0,0.01048931230377705,1.161753658439052,0.652703222975555,0.11665443873807778,0.13923232112424452,0.2089989697863367
Shawl|Swimwear,Pashmina|Trainers,0.08299372177552594,0.08252560854719683,0.01693468443661196,0.20404777704047775,2.4725388958965597,1.0,0.010085577041489942,1.152675204601396,0.6494583933287533,0.11397331356560414,0.13245292688862179,0.20462649112284148
Pashmina|Trainers,Shawl|Swimwear,0.08252560854719683,0.08299372177552594,0.01693468443661196,0.2052052052052052,2.4725388958965597,1.0,0.010085577041489942,1.1537648261287778,0.6491270270606604,0.11397331356560414,0.1332722428752697,0.20462649112284148
Shawl|Trainers,Pashmina|Swimwear,0.08373719572640159,0.08222271175239564,0.01693468443661196,0.2022361065439,2.459613678917707,1.0,0.010049585129446106,1.1504372355980894,0.6476658054033583,0.1136363636363636,0.13076526988443662,0.20409862929338335
Pashmina|Swimwear,Shawl|Trainers,0.08222271175239564,0.08373719572640159,0.01693468443661196,0.2059611520428667,2.4596136789177065,1.0,0.010049585129446106,1.1539269226322078,0.6465970499488972,0.1136363636363636,0.13339399541964678,0.20409862929338335
Jewellery|Pashmina,Shawl|Swimwear,0.08527921577266219,0.08299372177552594,0.01723758123141315,0.20213109460768486,2.435498617044686,1.0,0.010159941724341781,1.1493194834727625,0.6443566929776802,0.11412944393801276,0.12991990966826866,0.2049142533423295
Pashmina|Shawl,Swimwear|Trainers,0.08437052538825862,0.08236039211366891,0.01693468443661196,0.20071801566579633,2.437069694723858,1.0,0.009985894882798722,1.1480799340807344,0.6440063022066523,0.11305147058823527,0.12898050883478046,0.20316743310872565
Shawl|Swimwear,Jewellery|Pashmina,0.08299372177552594,0.08527921577266219,0.01723758123141315,0.2076974120769741,2.4354986170446855,1.0,0.010159941724341781,1.1545093985180888,0.6427507352118659,0.11412944393801276,0.13383121758594152,0.2049142533423295
Swimwear|Trainers,Pashmina|Shawl,0.08236039211366891,0.08437052538825862,0.01693468443661196,0.20561685055165496,2.437069694723858,1.0,0.009985894882798722,1.152629528015033,0.6425955757231989,0.11305147058823527,0.1324185475951492,0.20316743310872565
Coat|Thong,Top|Tracksuit,0.08426038109924,0.08329661857032712,0.017044828725630574,0.2022875816993464,2.428520931237509,1.0,0.01002622390061678,1.1491652384984838,0.6423515156131531,0.1132455177460666,0.12980312447789086,0.20345784043645007
Thong|Top|Tracksuit,Belt|Coat,0.03590703822006829,0.11303557660535302,0.010656459962550942,0.29677914110429443,2.625537463664691,1.0,0.006597687193155074,1.2612885584586908,0.6421845474316521,0.07706093189964157,0.2071600164025816,0.19552720758016182
Thong|Top,Coat|Tracksuit,0.08478356647207842,0.08291111355876198,0.017044828725630574,0.20103929847353036,2.4247569456541775,1.0,0.010015328817947235,1.1478523094929152,0.6420203013526538,0.11314202156826904,0.1288077815152298,0.20330942007701758
Top|Tracksuit,Coat|Thong,0.08329661857032712,0.08426038109924,0.017044828725630574,0.20462809917355373,2.428520931237509,1.0,0.01002622390061678,1.1513351401391518,0.6416761888567787,0.1132455177460666,0.13144316964117084,0.20345784043645007
Coat|Thong|Top,Belt|Tracksuit,0.03598964643683225,0.11295296838858905,0.010656459962550942,0.29609793420045905,2.621426762170617,1.0,0.006591322566254932,1.2601852938218632,0.6416200249134902,0.07706093189964157,0.20646590235375523,0.19522107826551474
Coat|Tracksuit,Thong|Top,0.08291111355876198,0.08478356647207842,0.017044828725630574,0.20557954168050482,2.4247569456541775,1.0,0.010015328817947235,1.1520554687928812,0.6407094657276131,0.11314202156826904,0.13198623930165818,0.20330942007701758
Coat|Top,Thong|Tracksuit,0.08409516466571208,0.08398502037669346,0.017044828725630574,0.2026850032743942,2.41334707505341,1.0,0.009982094607599353,1.1488746397410998,0.6394089166648615,0.11285323609845031,0.12958301505780376,0.20281791147326267
Thong|Tracksuit,Coat|Top,0.08398502037669346,0.08409516466571208,0.017044828725630574,0.20295081967213113,2.41334707505341,1.0,0.009982094607599353,1.1491196000697566,0.6393320322884213,0.11285323609845031,0.12976856374280302,0.20281791147326267
Coat|Thong|Tracksuit,Belt|Top,0.03598964643683225,0.11405441127877519,0.010656459962550942,0.29609793420045905,2.596111197108612,1.0,0.00655168202606677,1.2586205265854793,0.6377612903230568,0.07645199525879098,0.20547934911493348,0.19476552914754966
Coat|Top|Tracksuit,Belt|Thong,0.03634761537614275,0.11375151448397401,0.010656459962550942,0.29318181818181815,2.5773882617019868,1.0,0.006521863665633724,1.2538563782220304,0.6350945091399149,0.0764218009478673,0.2024604911943734,0.19343186769657356
Dressing Gown|Tracksuit,Belt|Sweatshirt,0.053722876968829165,0.08844586408194735,0.011592686419209164,0.21578677601230137,2.4397610702561447,1.0,0.006841120144732919,1.162380470049752,0.6236268257524624,0.08878110501897933,0.1396964885712523,0.1734288799115056
Top|Tracksuit,Belt|Coat,0.08329661857032712,0.11303557660535302,0.021863641370194954,0.26247933884297525,2.322094925559437,1.0,0.012448160060821872,1.2026299331101782,0.6210889971321513,0.12531565656565657,0.16848901522527984,0.22795099707069588
Stockings|Thong,Belt|Dressing Gown,0.05408084590813966,0.08974005947791606,0.011757902852737086,0.2174134419551935,2.422702227077265,1.0,0.00690468452432462,1.1631428257549596,0.6208117857388286,0.0890325271059216,0.14026035508499887,0.17421761388953294
Dressing Gown|Thong,Belt|Stockings,0.05576054631567353,0.08739949333627052,0.011757902852737086,0.21086419753086422,2.412647825309031,1.0,0.006884459356593574,1.1564555857284433,0.6200944294312004,0.08948030176026825,0.13528888412077922,0.17269737916870875
Hat|Top,Belt|Trousers,0.05402577376363035,0.08723427690274259,0.011372397841171935,0.21049949031600407,2.4130364552765164,1.0,0.006659498532790479,1.156130631837843,0.6190278373538803,0.0875556497774009,0.1350458395775312,0.17043282596608283
Coat|Tracksuit,Belt|Top,0.08291111355876198,0.11405441127877519,0.021863641370194954,0.26369976751909663,2.3120523315363384,1.0,0.012407263124782682,1.2032395884707299,0.6187882622143179,0.12486239974838811,0.16891032377769358,0.2276973004664532
Coat|Hat,Belt|Trousers,0.05366780482431986,0.08723427690274259,0.011289789624407975,0.21036428937916882,2.411486595042265,1.0,0.006608117477600911,1.155932679867807,0.6185122284778294,0.08710431272572763,0.13489771730101047,0.1698917406491804
Bra|Skirt,Hat|Trousers,0.05336490802951867,0.08401255644894812,0.01079414032382421,0.2022703818369453,2.4076208412948232,1.0,0.006310817975601348,1.1482429919805555,0.6176109602605369,0.08527300413313031,0.12910419921209995,0.16537642330129795
Coat|Top,Belt|Tracksuit,0.08409516466571208,0.11295296838858905,0.021863641370194954,0.2599869024230517,2.3017270473904308,1.0,0.012364842894075587,1.1986909887350659,0.6174698489528296,0.12480352090537565,0.165756638368273,0.22677550874443664
Sweatshirt|Tracksuit,Belt|Dressing Gown,0.05419099019715828,0.08974005947791606,0.011592686419209164,0.21392276422764225,2.383804573700846,1.0,0.006729583735749014,1.1579777394618365,0.613762946640602,0.08759883478984602,0.13642554090483275,0.17155174725650293
Coat|Trousers,Belt|Hat,0.053089547306972136,0.08910672981605904,0.011289789624407975,0.21265560165975103,2.386526832470803,1.0,0.006559153676468724,1.1569184617355983,0.6135543595752347,0.08624316365166175,0.135634849754399,0.16967761541578402
Coat|Top,Belt|Thong,0.08409516466571208,0.11375151448397401,0.021836105297940302,0.2596594629993451,2.282690161772989,1.0,0.012270152956436376,1.1970822090959503,0.6135139539092852,0.12406132665832291,0.16463548417847496,0.2258113340172228
Coat|Tracksuit,Belt|Thong,0.08291111355876198,0.11375151448397401,0.021560744575393767,0.26004649618067094,2.286092605978515,1.0,0.01212947984053184,1.1977083437561735,0.6134327971879546,0.12313256801383865,0.1650721937330199,0.22479448992040085
Coat|Swimwear,Belt|Pashmina,0.053943165546866394,0.08896904945478577,0.011427469985681242,0.2118427769270036,2.3810839637514896,1.0,0.00662819782239439,1.155900020801862,0.6130955232286366,0.08691099476439791,0.1348732745014678,0.1701429916823195
Thong|Top,Belt|Coat,0.08478356647207842,0.11303557660535302,0.021836105297940302,0.2575511529717441,2.278496387654533,1.0,0.012252545975110642,1.1946471826912153,0.6130944027229867,0.12408073853856988,0.16293277673222992,0.22536510145542138
Hat|Tracksuit,Belt|Bra,0.054273598413922236,0.08916180196056835,0.01148254213019055,0.21156773211567734,2.372851686075645,1.0,0.006643410296720999,1.155252309096345,0.6117690677855154,0.08702003338898162,0.13438822660115296,0.17017546581077259
Coat|Thong,Belt|Top,0.08426038109924,0.11405441127877519,0.021836105297940302,0.25915032679738564,2.272163995165103,1.0,0.012225837137541247,1.1958506843788919,0.6114084297259428,0.12373225152129819,0.1637751994770267,0.22530186547498446
Thong|Tracksuit,Belt|Coat,0.08398502037669346,0.11303557660535302,0.021560744575393767,0.2567213114754099,2.271154968950301,1.0,0.012067449370901899,1.1933134059786825,0.611011177444338,0.12288135593220338,0.16199717945860065,0.22373215391066475
Skirt|Thong,Belt|Dressing Gown,0.055237360942835115,0.08974005947791606,0.011702830708227778,0.211864406779661,2.360867688435155,1.0,0.006745826651814637,1.1549534729204936,0.6101288254153308,0.0878099173553719,0.13416425557703873,0.17113625371201524
Coat|Thong,Belt|Tracksuit,0.08426038109924,0.11295296838858905,0.021560744575393767,0.2558823529411765,2.265388476209597,1.0,0.012043284412680846,1.192079014813754,0.6099709947768478,0.12274651199247533,0.16112943221617204,0.22338242464221186
Top|Tracksuit,Belt|Thong,0.08329661857032712,0.11375151448397401,0.021423064214120498,0.2571900826446281,2.2609816125205313,1.0,0.011947947700351874,1.1931026562910452,0.6083911529081523,0.12198181248040138,0.16184915461619742,0.22276110280863698
Bra|Coat,Belt|Hat,0.05292433087344421,0.08910672981605904,0.011124573190880054,0.21019771071800208,2.358943158972486,1.0,0.006408659139044349,1.1533180930787448,0.6082738354663518,0.08498106857383257,0.13293651942064583,0.16752159948755482
Dressing Gown|Top,Belt|Skirt,0.055870690604692144,0.0896023791166428,0.011730366780482431,0.20995564317397733,2.343192728182594,1.0,0.006724219979412153,1.1523373504506125,0.6071539727275876,0.08770846201358862,0.132198570488965,0.17043571955871578
Hat|Thong,Belt|Bra,0.055182288798325804,0.08916180196056835,0.011537614274699856,0.2090818363273453,2.3449709598714863,1.0,0.006617461969132642,1.1516212926631049,0.6070541224679217,0.0868753887621812,0.1316589868814279,0.16924135052933048
Dressing Gown|Thong,Belt|Skirt,0.05576054631567353,0.0896023791166428,0.011702830708227778,0.2098765432098765,2.342309939523625,1.0,0.006706553097499678,1.1522219889304988,0.6069128068246342,0.08755665430572723,0.13211168541557908,0.17024251253917302
Skirt|Top,Belt|Dressing Gown,0.055870690604692144,0.08974005947791606,0.011730366780482431,0.20995564317397733,2.3395977715575826,1.0,0.0067165276825451115,1.1521630812971355,0.6064594076157198,0.08761826408885232,0.13206731214284906,0.1703352932040491
Coat|Lingerie,Belt|Chemise,0.053309835885009364,0.08979513162242538,0.011234717479898668,0.21074380165289255,2.3469401719798975,1.0,0.006447753749834357,1.1532438646459322,0.6062313930807925,0.08519523908958031,0.1328807109613204,0.16792939852653826
Chemise|Coat,Belt|Lingerie,0.05391562947461174,0.08894151338253112,0.011234717479898668,0.20837589376915222,2.342841782699855,1.0,0.006439379799454898,1.1508725914819382,0.605831732541669,0.08535564853556488,0.13109408686817783,0.16734584162141822
Top|Trousers,Belt|Hat,0.05457649520872343,0.08910672981605904,0.011372397841171935,0.20837537840565085,2.3384920402285587,1.0,0.006509264828300776,1.1506631367141942,0.6054154523340082,0.08595213319458897,0.13093592025935963,0.1680010390174113
Pyjamas|Tankini,Polo Shirt,0.04962000220288578,0.1638396299151889,0.01913757021698425,0.38568257491675917,2.354024939609584,1.0,0.011007847419672584,1.361121036036883,0.6052270312161928,0.09848377497520192,0.26531147963765483,0.2512446488029174
Dressing Gown|Top,Belt|Stockings,0.055870690604692144,0.08739949333627052,0.011372397841171935,0.20354854608181372,2.3289442342492586,1.0,0.006489327789974312,1.1458331856563782,0.6043884936235796,0.08622129436325679,0.12727261479413274,0.16683413441456785
Thong|Top,Belt|Tracksuit,0.08478356647207842,0.11295296838858905,0.021423064214120498,0.2526794413770705,2.2370323240004124,1.0,0.011846508710527986,1.186969930609098,0.6042059237571904,0.12150554427612056,0.15751867489444626,0.22117151005957378
Stockings|Top,Belt|Dressing Gown,0.05438374270294085,0.08974005947791606,0.011372397841171935,0.20911392405063295,2.3302182466470653,1.0,0.0064919975363783395,1.1509368646165916,0.6036863721091549,0.08566687409251195,0.13114261021335227,0.16791995680899247
Thong|Tracksuit,Belt|Top,0.08398502037669346,0.11405441127877519,0.021423064214120498,0.25508196721311477,2.236493655555644,1.0,0.011844202158820786,1.1893195623238275,0.6035616624244212,0.12129716245712503,0.15918308949187157,0.22145696622365058
Sweatshirt|Thong,Belt|Dressing Gown,0.05460403128097808,0.08974005947791606,0.011399933913426589,0.20877458396369136,2.326436879786872,1.0,0.006499764898537627,1.1504432517879493,0.6030892237451019,0.08574979287489644,0.13076981550731814,0.1679037080603974
Dressing Gown|Tracksuit,Belt|Stockings,0.053722876968829165,0.08739949333627052,0.010931820685097477,0.20348539210661198,2.328221644531733,1.0,0.006236468457455012,1.1457423349426874,0.602875853786272,0.08396785109983079,0.1272034125805238,0.1642820785359777
Bra|Tracksuit,Belt|Hat,0.0555402577376363,0.08910672981605904,0.01148254213019055,0.20674268715914726,2.3201691677600715,1.0,0.006533531390048709,1.1482948287256305,0.602457594844268,0.08622828784119106,0.12914351350881476,0.16780274036572937
Coat|Hat,Belt|Bra,0.05366780482431986,0.08916180196056835,0.011124573190880054,0.2072857875833761,2.3248272581463514,1.0,0.006339455005475611,1.1490120698892248,0.6021780910596078,0.08446581643320093,0.12968712322020334,0.1660270815619166
Hat|Skirt,Bra|Trousers,0.05341998017402798,0.08695891618019606,0.01079414032382421,0.20206185567010307,2.3236473560846935,1.0,0.006148796745523175,1.1442504538827,0.6017896919065507,0.08329791755206119,0.12606545480775266,0.16309552568178998
Chemise|Coat,Belt|Sunglasses,0.05391562947461174,0.09056614164555568,0.011317325696662628,0.2099080694586313,2.3177322743872466,1.0,0.006434395160755645,1.1510481542714945,0.6009440598909238,0.08498759305210919,0.1312266161158947,0.16743503199292162
Dressing Gown|Thong,Belt|Sweatshirt,0.05576054631567353,0.08844586408194735,0.011399933913426589,0.20444444444444443,2.3115206863152067,1.0,0.006468144212855398,1.1458082714053734,0.6008903337547056,0.08583868961227452,0.12725363836528647,0.16666805036668048
Polo Shirt|Tankini,Pyjamas,0.050831589382090536,0.16180196056834453,0.01913757021698425,0.376489707475623,2.3268550402799053,1.0,0.010912919396156956,1.3443210953873468,0.6007736474006174,0.09890422655471752,0.25613009910265194,0.24738372371738943
Hat|Top,Belt|Bra,0.05402577376363035,0.08916180196056835,0.011152109263134707,0.20642201834862386,2.3151395980076046,1.0,0.006335073922055429,1.14776142874333,0.6005032569391888,0.08446298227320125,0.12873879975659425,0.16574961325090243
Hat|Swimwear,Bra|Trousers,0.0520982487058046,0.08695891618019606,0.01049124352902302,0.20137420718816068,2.3157396162904504,1.0,0.00596083628667995,1.1432652088597413,0.5994002231245612,0.08160205611479975,0.12531231401909773,0.16101009282777254
Bra|Thong,Belt|Hat,0.0562561956162573,0.08910672981605904,0.011537614274699856,0.20509055310817423,2.301628098478509,1.0,0.006524808651442652,1.1459082210503642,0.599235661267346,0.08621399176954732,0.1273297619914285,0.16728569682602779
Bra|Top,Belt|Hat,0.0543562066306862,0.08910672981605904,0.011152109263134707,0.20516717325227965,2.302487967808958,1.0,0.006308605445068275,1.1460186840937536,0.5982032582929444,0.08428720083246619,0.12741387738300447,0.16516084249758606
Polo Shirt|Pyjamas,Tankini,0.051106950104637075,0.16221500165216435,0.01913757021698425,0.3744612068965517,2.3084252571134223,1.0,0.010847256221323466,1.3393014271607087,0.5973320751408159,0.09855360181508792,0.25334209333295554,0.2462188906660657
Coat|Pashmina,Belt|Swimwear,0.05576054631567353,0.08954730697213349,0.011427469985681242,0.20493827160493827,2.288603404552564,1.0,0.006434263227817758,1.1451345983735588,0.5963024475493763,0.08535582064993831,0.12674020903716848,0.16627602387134982
Dressing Gown|Tracksuit,Belt|Skirt,0.053722876968829165,0.0896023791166428,0.011041964974116093,0.20553562275756024,2.2938634530004784,1.0,0.006228267384718304,1.1459262957054386,0.5960772446883664,0.08347210657785178,0.12734352658833578,0.1643842834131993
Coat|Sunglasses,Belt|Chemise,0.055099680581561845,0.08979513162242538,0.011317325696662628,0.20539730134932535,2.2873990787494938,1.0,0.006369642626487686,1.1454842400147967,0.5956419220383076,0.0847247990105133,0.1270067583059174,0.16571612997549065
Skirt|Tracksuit,Belt|Sweatshirt,0.05487939200352462,0.08844586408194735,0.0110970371186254,0.2022077270446563,2.2862315738959333,1.0,0.006243181872581754,1.1425958445815592,0.5952668739082064,0.08392336526447314,0.12479989775718156,0.16383736289966316
Thong|Trousers,Belt|Bra,0.05504460843705254,0.08916180196056835,0.011207181407644014,0.2036018009004502,2.2835092654418623,1.0,0.006299304931182506,1.1436969584678542,0.5948191235366687,0.08426501035196687,0.12564251168452598,0.1646483371395395
Sweatshirt|Tracksuit,Belt|Skirt,0.05419099019715828,0.0896023791166428,0.0110970371186254,0.20477642276422764,2.2853904637694193,1.0,0.00624139547027335,1.1448322798073145,0.5946634086207409,0.0836273085702428,0.12650960525998703,0.16431199749151762
Tights|Top,Belt|Lingerie,0.05375041304108382,0.08894151338253112,0.010931820685097477,0.20338114754098358,2.286684134395777,1.0,0.006151177604287346,1.1436566983133758,0.5946481394769936,0.08296760710553813,0.1256117316719567,0.1631456821296249
